출처,작성자,날짜,제목,내용,공감,비공감,조회수
왓챠피디아,,,,영화의 생명력을 갉아먹는 참을수 없는 산만함,4,,
왓챠피디아,,,,"한국형 뮤지컬 영화. 너무 좋았다. 이런 벅참을 느끼는 영화는 오랜만이었고, 나에겐 완벽한 영화였다.",4,,
왓챠피디아,,,,"20201031
            재료를 너무 많이 넣어서 망한줄 알았던 짬뽕이
            먹어보니 미슐랭급 요리였다.
            다 아는데도 재미가 있으니 딴말이 필요하랴.",3,,
왓챠피디아,,,,산만하고 계속 우는 아이 달래는 기분.,3,,
왓챠피디아,,,,이제는 의도가 불순해 보이기 까지 하는 감독의 좋은 소재 낭비.,3,,
왓챠피디아,,,,"백발 명창의 쇳소리보다는
            꼬마소리꾼의 첫 무대같은 작품",3,,
왓챠피디아,,,,#토론토 #코로나19 #방콕119일,3,,
왓챠피디아,,,,"판소리를 에피타이저로 즐길 수 있는 영화. 결말이 확실해 찝찝하지 않음. 다만 몇몇 배우들의 연기 성장 과정도 함께 봐야 한다는 것이 단점. 마지막
            20분 정도를 위해 기꺼이 나머지 시간을 소비할 수 있는 영화.",3,,
왓챠피디아,,,,"<서편제>를 기대했는데, 더 퇴보된 아리랑 개그 장면을 보고 헛웃음만.",3,,
왓챠피디아,,,,"서프라이즈같은 연출, 큰 치즈덩어리 속 구멍같은 연기,
            하지만 착하고 예쁜마음의 연기와 판소리의 울림, 따듯하고 착한 마음으로 극장을 나선다. 아이들과 함께 보는 가족영화",3,,
왓챠피디아,,,,"영화로 보면 그닥인데 소리로 보면 너어무 좋았음 ㅠㅠ 평소에 난 내가 판소리에 관심이 없는 줄 알았다 아니다 찐을 못 만나서였다...... 내가 심청전을
            듣다가 울 줄은 몰랐지... 아역배우도 연기도 소리도 너어무 잘했음
            근데 영화로만 따지면 연출도 별로고 스토리도...흠... 암튼 근데 소리는 좋았다고요
            200701",3,,
왓챠피디아,,,,"도리화가보다 낫다는건 인정!
            근데 꼴찌보다 좋다고 잘한건 아니고...
            이봉근이란 소리꾼을 알게된게 그나마의 수확!
            [20200602 블라인드]",3,,
왓챠피디아,,,,"꽤 괜찮은 시도의 영화 아닌가 싶다.
            그냥 내가 원래 뮤지컬 장르를 안좋아했으니 우리버전의 뮤지컬이라도 별점을 높게 주지 않겠으나, 계속 만들어져야 할 분야 아닐까",2,,
왓챠피디아,,,,판소리는 그 자체로 훌륭했다. 다만 스토리가 전래동화 수준을 넘지 못한게 아쉽다,2,,
왓챠피디아,,,,오늘날 영화가 있다면 그때는 소리가 있었지,2,,
왓챠피디아,,,,"연기경험이 일천한 이봉근을 주연에 내세워 판소리 영화를 만들었다 하니 처음부터 기획 영화의 틀을 갖추고 있다. 간헐 적으로 틈입하는 소리 연출, 특히나
            마지막 심문 장면에서 펼쳐지는 심청가와 어사출두는 백미나 그 장면을 제외한 영화의 대부분은 연출은 영화라 하기에 심히 조악해서 눈을 흐리게 한다.",2,,
왓챠피디아,,,,"울나라 영화들이 신파코드만 없었어도 좀 더 빨리 세계로 진출했을 거라 믿는 1인인디, 이제야 드뎌 신파코드 없이 해학과 익살 영상과 음악만으로 눈물을
            끌어낼 줄 아는 영화들을 만나게 되어 넘나 기뻐요😍",2,,
왓챠피디아,,,,"전작들에 이어 또다시 '선한 의도'만 앞세워 투박하게 제작된 영화. 전형적인 권선징악형 고전 서사를 채택했다지만, 캐릭터의 고난을 단순히 반복되는 노골적
            폭행으로 표현한 건 너무나 구시대적이었다. 이야기의 큰 줄거리와 판소리 내용이 교차되는 지점들은 처음엔 신선했으나 뒤로 갈수록 산만했고, 심지어 일부 장면들은 묘하게 MBC서프라이즈같기도 했다.
            명창의 소리는 좋았으나, 그뿐.
            =
            2020.07.04.",2,,
왓챠피디아,,,,"처음엔 재밌으려나 하고 좀 봤는데... 연기자들의 연기톤이 다 다른 것 같고 전체적으로 정돈되지 못한 느낌이었다. 드라마 역적 홍길동에 나오는 판소리
            장면은 정말 좋아했다. 그런데 이 영화는 좋다고 못 느꼈다. 아쉬운 영화다.",2,,
왓챠피디아,,,,"한국형 뮤지컬 영화^^
            애절한 소리 잘 들었음.
            청이 역할의 김하연양 연기 너무 좋다!
            박철민과 덩치주모 겁나 웃겼음 ㅋㅋㅋ",2,,
왓챠피디아,,,,"심청가만 부르던지 스토리와 메시지만 신경 쓰던지.
            둘이 완벽하게 따로 논다.스토리가 탄탄했다면 그나마 다행이었겠지만 초반부터 다 읽히고 예상한대로 흘러간다.7세 관람가라고 했어도 미취학 아동들도 10분 보고도 뒷이야기 다 파악할 수 있을 정도
            수준.
            캐릭터들도 무매력에 소비가 심각하고 이 정도면 이유리는 특별출연 아닌가? 싶을 정도로 분량이 적었다.그런데 왜 그렇게 예능에 많이 나와서 열혈홍보를 했는지 이해불가...
            망작에 졸작 사극,시대극들이 난무했던 작년 여름이 떠올라 불길한 2020년 여름이다.
            심청가는 좋았으니 별 반 개 추가",2,,
왓챠피디아,,,,"뒤죽박죽 판소리 재생목록.

            판소리는 충분히 매력적이지만
            쓰임새나 사용시기가 과연 적절했을까?

            단점은 많이 보였다. 하지만
            결말을 향한 걸음마는 느리지만
            기다려줄 가치가 있었기에.",2,,
왓챠피디아,,,,"솔직히 재미없다.
            팬심으로 지켜낸 2시간",2,,
왓챠피디아,,,,"중구난방, 허무맹랑한데 마음이 뜨겁다. 옛날 민중들의 입에서 입으로 구전되던 고전문학 한편을 읽은 것 같다.",2,,
왓챠피디아,,,,"구수한 맛이 있다
            나래이션만 다 뺐어도 별 반개 더 줬을텐데...",2,,
왓챠피디아,,,,판소리 신파영화,1,,
왓챠피디아,,,,판소리가 모든걸 해결해주진 못한다.,1,,
왓챠피디아,,,,"거창한 계획에 비해 초라한 모습. 오직 소리만이 제 역할을 다한다.

            p.s) 김하연 양의 앞으로의 행보가 기대되고 응원하고 싶어졌다.",1,,
왓챠피디아,,,,"영화와 노래가 전혀 조화가 되지 못한다.
            단지 이봉근의 원맨쇼의 자료화면에 불과한.",1,,
왓챠피디아,,,,"우리나라 고유의소리 판소리에는 서민들의
            고달픈 삶과 가난 그리고 애환이 담겨있다.",1,,
왓챠피디아,,,,"영화의 완성도는 그리높지않다
            하지만 우리 소리의 아름다움은 너무좋았다",1,,
왓챠피디아,,,,"개인적으로 간만에 봤던 최고의 작품이라고 생각해서 회원가입까지하게 만드네요. 결말을 아는 내용을 이렇게 감동을 주는가..... 판소리를 연결하고
            아역배우의 신들린 연기력이 첨가되니..... 한두명의 미스캐스팅 말고는 정말 별 열개라도 주고싶다",1,,
왓챠피디아,,,,소리가 매우 듣기좋구나,1,,
왓챠피디아,,,,다소 아쉬운 느낌이 없지않다. 하지만 이런 도전적인 내용과 판소리 뮤지컬 영화라는게 높이 쳐주고 싶다. 판소리 장면들은 멋있게 연출된거 같다.,1,,
왓챠피디아,,,,"판소리에 대한 오롯한 시선도
            영화적인 시나리오의 탄탄함도
            연출에대한 고찰도 모두 아쉬움",1,,
왓챠피디아,,,,"힘 깨나 쓴 판소리에 집중해보자.
            그래도 초반부는 곤욕이다.",1,,
왓챠피디아,,,,이런 한국 영화가 많아지길,1,,
왓챠피디아,,,,"귀향에 이어 역시나 말로만 대단한 척 하는 조정래 감독.
            일본군 성노예란 이름을 팔았었지만 오히려 피해자를 대상화한 것에 불과했고, 이번 영화 또한 '가장 한국적인 뮤지컬 영화'라고 밑장 깔더니 눈 뜨곤 볼 수 없는 아침 드라마가 나왔다. 판소리에
            대한 깊이라곤 아무 것도 없이 좋은 소리꾼 만으로 겨우 감동을 쟁취한 그런.
            ⠀
            대체 이 감독은 고민이란 걸 하는 걸까? 어쩜 이렇게 유치하고 얕은 얘기를 만드는 걸까? 그런데도 왜 번지르르한 타이틀로 좋은 인간인 척 포장되는 걸까?
            안타깝지만 감독으로서 재능이 없거나, 아니면 영화를 너무 쉽고 만만하게 보거나.",1,,
왓챠피디아,,,,"손색없는 소리, 손실 많은 연출. 클라이맥스 카메라에 담긴 이봉근의 얼굴과 소리가 진짜 클라이맥스.",1,,
왓챠피디아,,,,시대착오적,1,,
왓챠피디아,,,,한국 오리지널 컨텐츠의 바람직한 영화화,1,,
왓챠피디아,,,,좋은 소재라서 더 아쉽다,1,,
왓챠피디아,,,,스토리만 보면 0점인데 판소리 노래덕분에 2.5점,1,,
왓챠피디아,,,,목 놓아 우는 자의 기행록이라는 서사 안에서 울림은 있을지라도 떨림을 만들 순 없었다.,1,,
왓챠피디아,,,,"청아 ,,, ㅠㅠㅠㅠ 이모 잘 울지 ㅠㅠ 연기 많이 해줘 이모가 필모 깰게 ㅠㅠㅠ",1,,
왓챠피디아,,,,부족한 연출을 창으로 메우다.,1,,
왓챠피디아,,,,단조롭지만 매력적인 재해석,1,,
왓챠피디아,,,,눈 먼 정치극을 살리기 위해 인당수로 빠져드는 노래들,1,,
왓챠피디아,,,,"2008년엔 워낭소리
            2020년엔 봉근소리

            CGV_부천옥길",1,,
왓챠피디아,,,,"눈감고 감상한다면 이 영화는 단연코 만점, 소리가 영상적, 구조적, 단점까지 가려 내지 못하였다.",0,,
왓챠피디아,,,,"새로운 시도들도 좋고
            16년만에 영화에 나오는 이유리도 괜찮네",0,,
왓챠피디아,,,,옛 정서를 반영한 음악이 좋았던,0,,
왓챠피디아,,,,영조(이금)때의 광대들의 대하여 알것 같아요,0,,
왓챠피디아,,,,소리의 힘.,0,,
왓챠피디아,,,,"1.5점은 오롯이 판소리의 것. 영화는 나머지 3.5점의 몫을 해내지 못한다.
            평면적이기 그지없는 캐릭터들, 한곳에 집중하지 못하는 산만함, 신파와 여성혐오.. 2000년대 초반 영화인 줄.",0,,
왓챠피디아,,,,"판소리,민요들을 수 있어서 그거만으로도 행복했다.
            하지만 내용전개가 뻔한 것,이유리만 돋보인 것이 배우들 연기 균형이 맞지 않은 거같아서 그거는 별로였다.
            하지만,판소리가 형성되는 과정을 볼 수 있는 점이 이 영화의 또다른 관전포인트가 아닐까싶다.",0,,
왓챠피디아,,,,"뭐지 싶었음
            왜 그랬을까 왜
            기대에 부풀어 영화관에서 15000원을 냈는데..
            왜?",0,,
왓챠피디아,,,,"우리의 소리는 언제 들어도 좋다 듣다보면 먹먹함이 불쑥 치고 올라오는 기분..
            판소리 영화가 더더더더 나왔으면 좋겠다",0,,
왓챠피디아,,,,좋은 기획과 좋은 배우 만으로는 절대 나쁜 영화를 좋게 만들 수 없다. 감독이 어서 이 사실을 깨닫기를 바랄 뿐.,0,,
왓챠피디아,,,,ㅇㅇ,0,,
왓챠피디아,,,,"헌혈해서 받은 영화권 덕분에 오랜만에 아버지와 영화관 가서 데이트를 했다. 마스크가 너무 답답했지만 춘향전이과 심청전이 섞여 있는 영화라서 국어국문학과의
            사람으로서 너무 재밌었고, 실제 국악가 분의 소리가 들어가 있어서 아버지도 좋아하셨기에 기분이 너무 좋았다. 한국형 뮤지컬 영화라는 말이 참으로 적절한 영화였다. 특히 학규와 간난, 청이가
            재회하는 장면은 눈물이 났다. 이런 영화가 좀 더 많으면 좋겠다",0,,
왓챠피디아,,,,영화 03,0,,
왓챠피디아,,,,"심청전 + 춘향전 + 인신매매
            가사 자막이 흰색이라 배경이 밝은 색일 때
            안 보인다",0,,
왓챠피디아,,,,그냥 소리만 메들리로 했어도 3점은 줬을텐데,0,,
왓챠피디아,,,,"판소리, 그 것 하나 남았다.",0,,
왓챠피디아,,,,뭔가 작위적인데 뭔가 몰입이 돼..,0,,
왓챠피디아,,,,"생각보다 잘 만들어진 작품이었으며, 판소리의 조화가 좋았다. 특히, 익숙한 심청전을 활용해 어지럽지 않았고 한국적 느낌을 잘 살린 뮤지컬 영화같다.",0,,
왓챠피디아,,,,"이 영화가 처음 개봉했을때 조금은 짧았던 런타임이 아쉬웠는데 새로 개봉을 하면서 짤렸던 부분을 온전히 볼 수 있어서 너무 좋았다.
            .
            우리네 판소리가 제대로 자리를 잡는데 많은 탄압과 박해가 있었다는게 고스란히 느껴지는 그런 영화였달까?
            .
            심청전의 이야기를 적절하게 차용하면서 스토리 안에 녹여놓은게 얼마나 훌륭한 연출이던지...
            .
            엔딩 크레딧이 올라가면서 이 영화가 남북합작영화이면 북한에 로케이션도 다녀왔다는 설명과 함께 띄워지는 아름다운 묘향산 등의 절경을 보는데 자리를 뜰 수가 없었다눈..
            .
            아리랑의 엄마가 누군지 아니? ㅎㅎ",0,,
왓챠피디아,,,,분명히 이 시대에 필요한 영화이긴 하지만 대중영화로 판단할 때 재미가 너무 떨어진다.,0,,
왓챠피디아,,,,"[사도]의 세손 이후 오랜만에 놀라게 한 아역 청이
            김하연 배우의 앞날이 기대된다
            .
            감독판으로 봤는데 생각보다 더 괜찮다
            코로나 시대에 묻혀서 아쉬운 한국 영화",0,,
왓챠피디아,,,,8.42,0,,
왓챠피디아,,,,"시도는 좋았으나 심청전은 지겹고 거북함
            판소리 잔뜩 들어서 좋았음",0,,
왓챠피디아,,,,"한국 판소리 뮤지컬 영화 라는 것만으로도 그 시도에 별 만점 주고 싶다 앞으로 이런 류로 심청전, 춘향전, 홍길동전 등등 많이 만들어졌으면 좋겠다",0,,
왓챠피디아,,,,"일생토록 전무후무했던 극장에서 탈출하게 만든 영화
            난 서편제의 그것을 원했다",0,,
왓챠피디아,,,,"독특한 구성, 독특한 연기
            원전의 힘. 옛이야기의 힘. 심청 이야기가 가진 힘을 느낀다
            학규는 개인이 아닌 백성, 민중의 무의식",0,,
왓챠피디아,,,,정서를 이해해도 이러한 만듦새는 이해 못 하겠다,0,,
왓챠피디아,,,,"""사람 울고 웃기는게 얼마나 고달프고 힘든데."" -학규-",0,,
왓챠피디아,,,,눈물나는 한의 정서,0,,
왓챠피디아,,,,"많이 알려진 심청전과 춘향전을 가지고 진행되는 내용이라 자칫하면 진부하고 뻔할 수 있었지만 주인공이 처한 현실과 겹쳐지면서 재미있게 볼 수 있었다.
            마지막 소리꾼의 목놓은 심학규의 스토리 장면에서 굉장히 감동적이었다.

            무엇보다 한국의 소리의 아름다움을 다시한번 느낄 수 있어 소리꾼의 목소리가 나오는 장면들마다 귀담아 들었고 정말 감동적이었다.
            조정래 감독도 우리 민족의 아름다운 소리를 관객들에게 전해주고 싶었음이 분명하다.

            P.S 주인공 남자분 처음에 자꾸 유병재가 생각나서 집중이 안됐음...ㅎ 역시 유병재는 천의 얼굴...

            #소리꾼 #소리꾼후기 #영화소리꾼 #조정래감독 #한국영화 #영화 #movie #koreanmovie",0,,
왓챠피디아,,,,판소리는 그 자체로 훌륭했다. 다만 스토리가 전래동화 수준을 넘지 못한게 아쉽다,0,,
왓챠피디아,,,,"네이버 8.43 1361 평론가 4명 5.00 IMDb 6.4(6.2) 67명 45.45% 2.7 16개 22.05.22 8.4 438 22.05.24
            로튼 토마토 ? 알로시네 ? 2021.06.13 ???",0,,
왓챠피디아,,,,아리랑과 쓰리랑의 엄마를 알게 되었다.,0,,
왓챠피디아,,,,"얼마나 한이 많았으면 한 그 자체가 문화가 되었을까.
            슬프다.",0,,
왓챠피디아,,,,평론가들이 혹평할영화지만 판소리뮤비라생각하면 마음에든다 뮤지컬로더밀고나갔으면,0,,
왓챠피디아,,,,"청아! ‘한(恨)’을 같이 목소리에 담아 보나,
            보는 이의 눈은 떠지지 않고 감기기만 하는.",0,,
왓챠피디아,,,,"2020년 10월 9일.
            이자람씨가 유희열의 스케치북에서 한 발언이 생각난다.

            유희열 : 이자람의 꿈은 뭔가요?
            이자람 : 아.. 일단 이 스케치북 무대에서 말하고자 하는 꿈은요! 대한민국에 한국말을 쓰는 사람들이, 대부분 판소리를 안보고.. 그러니까 판소리를 직접 본 경험이 없이 판소리를 ""에잉 싫어""
            하는 사람들이 꽤 많다고 알고있어요.
            유희열 : 티브이에서 잠깐 돌리다가 봤거나. 예..
            이자람 : 근데 저같아도 티브이로 처음 만나면 돌릴수도 있을 것 같거든요. 판소리는 엄청나게 현장성이 중요한 예술이라서, 단 한번만 현장에서 판소리를 직접 보신 다음에.. 그 다음에 호와 불호를
            결정을 해주시면 정말 좋겠습니다.

            현장에서 보고싶어지는 소리극.",0,,
왓챠피디아,,,,그래도 울컥하는 순간이 있다,0,,
왓챠피디아,,,,"레미제라블보다 먼저 만들었으면 좋았을 것을..
            역사는 반복되나 민초들의 삶은 항상 고달프다.",0,,
왓챠피디아,,,,"판소리 자막이 아쉽네. 극장에서는 잘 보였을까?
            정건아리랑체라고 하는데 저런 글꼴은 제목 등을 쓰기 위한 용도이지 본문을 쓰기에는 가독성이 떨어지는....",0,,
왓챠피디아,,,,서양식 혹은 헐리웃 방식의 대놓고 춤 주고 노래 하는 뮤지컬이 아닌 판소리가 자연스럽게 묻어나서 좋았다.,0,,
왓챠피디아,,,,기본에 충실한 영화,0,,
왓챠피디아,,,,우리 소리가 멋지구나라고 생각하게 하는 영화. 새로운 시도.,0,,
왓챠피디아,,,,너영나영은 언제 들어도 설레인다.,0,,
왓챠피디아,,,,이야기가 소리에게 너무많은 빚을 졌다.,0,,
왓챠피디아,,,,ㅠㅠ,0,,
왓챠피디아,,,,무대 할라치면 요시꾸리한 서프라이즈 재연 영상이 떠버리니..,0,,
왓챠피디아,,,,소리의 힘과 착한 심보가 마음을 흔든다,0,,
왓챠피디아,,,,보다 만 작품은 별점 안 매기는데 화딱지가 나서ㅋㅋㅋㅋㅋ,0,,
왓챠피디아,,,,스토리가 조금은 억지였던..,0,,
왓챠피디아,,,,"납치된 아내를 찾는 플롯은 분명 추적극에 해당하는 것일텐데 그것을 판소리 유랑으로 풀어버리니 불협화음이 일어나지 않을 수가 없다. 거기에 난데없는
            심청전의 조합 역시 어떤 알레고리나 상징조차 만들어내지 못한다. (납치된 아내를 구하러 떠나기 전 기대에 찬 표정들의 나열과 대사는 이들이 구출을 하려는 것인지 소풍을 가려는 것인지 혼란스럽다
            못해 아찔할 지경이다.)

            판소리는 보여줘야겠고 동기 부여는 임팩트 있어야 겠고 전국민이 다 아는 판소리어야 대중성을 사로 잡을 수 있을 것 같고. 순수한 척 하지만 판소리 하나로 온갖 전략을 세워서 살아남으려는 속셈을
            스스로 드러내버렸다.

            <귀향>은 사악했고 <소리꾼>은 멍청했다. 두 영화에게 영화는 어떤 ‘전략’ 일 뿐인 것 같다. 영화적으로 오롯이 남는 영화는 애초에 없었을지도 모를 만큼 시작부터 과정
            그리고 결말까지 영화를 이용할 뿐이다. 아무리 소재의 선의와 순수성을 강조하려했다고 해도 그것을 위해서 영화적 자극을 동원하고 쇼트의 기본적인 윤리 따위(<귀향>의 피해자 앞에 기어이
            일본군을 배치해서 동의를 얻어내려는 끔찍한 쇼트를 보라) 고려하지 않는 연출 방법은 나쁜영화의 전형이라고 할 수 있다.
            관객은 두 번 속지 않는다. 혹은 속아주지 않는다.",0,,
왓챠피디아,,,,스토리나 전개는 진부할수 있으나 판소리 국악을 제대로 느낄수 있는 영화.K-라라랜드,0,,
왓챠피디아,,,,"동양뮤지컬영화.,.모라해야하지 뜬금없이 노래하진않는데..노래함...인당수에서 좀웃음",0,,
왓챠피디아,,,,양반부터 천민까지 한결같이 새하얀 이를 드러내니 가슴이 웅장해지려다가도 몰입이 안돼,0,,
왓챠피디아,,,,전형적인 클리셰가 있던 작품이지만 신선하게 풀어나가고 감동적으로 풀어나갔지만 어딘가 어설픈 몇몇배우들의 연기가 감동을 파괴시키네,0,,
왓챠피디아,,,,옛날 얘기를 더 한층 올드하고 진부한 방식으로 풀어 놓다.,0,,
왓챠피디아,,,,악한 권력이 만드는 불평등으로 만들어지는 차별을 고찰하게 하는 영화.,0,,
왓챠피디아,,,,그냥..볼만함..,0,,
왓챠피디아,,,,판소리 참 좋네요 내용은 뻔하지만 그래도 볼만은 하네요,0,,
왓챠피디아,,,,"판소리에 판자도 모르는 놈이 매력을 느낄리는 읎고
            영화로 접하기에도 좀.....",0,,
왓챠피디아,,,,두눈이 스르르르,0,,
왓챠피디아,,,,안일함을 정서로 포장시키는 형국,0,,
왓챠피디아,,,,빤히 예상되는 스토리 라인. 그럼에도 소리는 빛났다.,0,,
왓챠피디아,,,,"판소리의 모태가 된 소리
            가끔 이승철이 보였지만...

            심청전의 한 구절 한 구절이 영화와 오묘하게 맞물린다",0,,
왓챠피디아,,,,"재밌는 상업성 영화는 아니었지만,
            정말 한국스러운 제대로 된 신파였다.
            배우들의 연기가 훌륭했고, 특히 유병재, 황제성을 닮은 듯한 남주 이봉근 배우의 연기와 소리가 훌륭했다!",0,,
왓챠피디아,,,,소리씬만큼은 확실히 의미가 있다,0,,
왓챠피디아,,,,"평소에도 이봉근님과 판소리를 좋아해서 보러갔는데... 판소리를 너무 짜잘하게 잘라놔서 제대로 맛을 즐길 수 없었고 액자식구성 부분은 너무 서프라이즈나
            천일야사 분위기ㅠㅜ 그래도 이별가랑 심청가는 좋았음",0,,
왓챠피디아,,,,색다른매력이 아닌 색다름에 그쳐 아쉬운..,0,,
왓챠피디아,,,,"같이 밥을 먹는다 해서 식구
            판소리의 매력",0,,
왓챠피디아,,,,이 땅의 민중들의 애환과 한을 느끼게 하고 소리가 얼마나 사람들이 가진 온갖 정서를 담고 있는지를 알게 해준 영화,0,,
왓챠피디아,,,,"한국전통 뮤지컬, 한국인에겐 그것만으로도 볼 가치가 있는 영화.",0,,
왓챠피디아,,,,판소리 뮤지컬을 기대해봅니다.,0,,
왓챠피디아,,,,신명나려다 단명,0,,
왓챠피디아,,,,조선판 디즈니,0,,
왓챠피디아,,,,"심청전을 주 재료로 뮤지컬 스웨그에이지와 춘향전 약간 섞은, K-클리셰 범벅인 영화였지만 중간중간 넣은 유머코드에 가산점 드립니다(웃기진 않음 노력이
            가상 정도..).",0,,
왓챠피디아,,,,두둥탁,0,,
왓챠피디아,,,,"내가 처한 이야기보다 들려주는 이야기에 잠식될때...
            여전히 촌스러운 연출...(내레이션 시작부터 쌔하더라...)
            20년도 훌쩍 넘은 90년대 전설의고향 보다 못한 몰입과 재미",0,,
왓챠피디아,,,,"한의 정서를 불러오기 위해 작위적으로 설정한 스토리와 엉성한 전개. 그래도 어떻게 가슴 울리는데 성공은 했다.
            판소리가 유네스코 무형유산인 거 처음 알았다. 사라져가는 전통에 조금 더 관심을 가질 필요성을 느낀다.
            20200708 메가박스동탄",0,,
왓챠피디아,,,,판소리로 내려 오는 이야기들이 섞여진 스토리가 뻔할 수도 있었지만 시대와 어우러져 그럴싸한 이야기가 되었다. 판소리의 매력을 느낄 수 있어서 좋았다.,0,,
왓챠피디아,,,,거 이야기 재밌네~,0,,
왓챠피디아,,,,전체적으로 조금씩 부족한.,0,,
왓챠피디아,,,,목소리의 진심도 촌스러운 전달 방식에 묻힌다.,0,,
왓챠피디아,,,,후반부 심청전 대목만 교육자료로 살아남을거 같다,0,,
왓챠피디아,,,,"2020.07.05
            이 영화는 기존의 영화같이 생각하면 안되고
            판소리 한편 보고 있다~ 생각하면 좋다
            오랜만에 판소리 봐서 좋았다
            물론 스토리까지 좋아서 더 많은 사람들이 판소리를 접할수있었다면 더 좋았겠지만
            딸 청이 연기도 잘하고 소리도 잘 하고 유망주같음",0,,
왓챠피디아,,,,충리우드인가,0,,
왓챠피디아,,,,"소소한 귀여움들이 있긴했는데 전체적으로 아쉬움
            유리언니가 이뻐서 반점 더 줍니다.

            + 누가 보여줘서 봤지 내돈주고 봤으면 아까웠을듯..",0,,
왓챠피디아,,,,서편제랑 비슷하지는 않고.. 그냥저냥 해피엔딩으로 끝나서 다행이다.,0,,
왓챠피디아,,,,판소리가 매력적이란건 알았는데...,0,,
왓챠피디아,,,,"어색해도 미숙해도
            따뜻한 이야기가 그리울 시점에 적절한 영화",0,,
왓챠피디아,,,,빈틈이 많아도 좋아.,0,,
왓챠피디아,,,,귀향도 이상한 영화라고 느꼈는데 이번에도...감독님 연출 하지 마시고 기획제작만 해주세요 제발.,0,,
왓챠피디아,,,,또 보고싶은 영화에요,0,,
왓챠피디아,,,,서프라이즈 보는 느낌.... 연출뭐지..?,0,,
왓챠피디아,,,,"어색한 부분들이 많아 아쉽지만, 그래도 한방은 있는 영화",0,,
왓챠피디아,,,,"이봉근의 소리는 아름다운데
            연기할때는 어색해서 못 봐주겠네",0,,
왓챠피디아,,,,"연대와 동행이라는 키워드에 대한 감독의 천착. 심청이 인당수 뛰어드는 장면과 심봉사 눈 뜨는 대목은 매우 인상적이나 전반적으로 너무 루즈하다. 플롯이야
            고전의 재구성이니 진부할 수 있다 쳐도 영화의 생명은 편집인데 아쉽구나.",0,,
왓챠피디아,,,,보고나서 한 말 : 이걸 누구 돈으로 만들었냐..,0,,
왓챠피디아,,,,생각보다 재밌는데?,0,,
왓챠피디아,,,,이봉근의 개인기가 아니 개인기만이 돋보인다,0,,
왓챠피디아,,,,암행어사 등장할때 왜 맨날 설렐까,0,,
왓챠피디아,,,,"cg 왜저래
            연출 왜저래
            스토리 왜저래..

            내가 보는 게 춘향전인지 뭔지,,

            판소리도 좋고 시대극도 좋다만 어설픈 전개와 연출들이 아쉬웠던 영화.

            이유리의 연기도, 극을 끌고가는 흐름도 극대화하지 못한 영화",0,,
왓챠피디아,,,,행복한 영화 너무 좋았습니다,0,,
왓챠피디아,,,,"우리는 기적을 갈구하지만 가까이 있음을. 인본주의.

            스토리 전개와 연출은 좀 아쉬웠지만 좋은 시도였다. 판소리는 들어도 들어도 좋다. 눈이 똭!",0,,
왓챠피디아,,,,"전래동화를 보는 것 같았다
            권선징악으로 흐르는 스토리는 어릴 때 읽던 전래동화의 그것과 같음
            솔직히 나오는 몇몇 인물 연기는 그냥 그런데 영화는 볼만함",0,,
왓챠피디아,,,,"외국곡의 뮤지컬영화나 음악영화만 보다. 이렇게 판소리를 들으니 새롭게 다가와서 좋게느껴졌다. 영화 스토리는 평범하지만 판소리라는 재료로 신선함이있어 좋은
            시도의 영화였다.",0,,
왓챠피디아,,,,"가장 한국적인 정서.
            내용은 뻔했지만 영상과 감성은 한국적이다.
            나는 그게 너무 좋다.",0,,
왓챠피디아,,,,"📆 2020.07.01
            🎟 메가박스 목동 9관",0,,
왓챠피디아,,,,선의에 힘 보태는 재능들,0,,
왓챠피디아,,,,2022.02.24 오리지널 버전 재개봉 but 2020년 버전이 더 좋았음,0,,
왓챠피디아,,,,마지막 한 방,0,,
