출처,형태,세부정보,작성자,날짜,내용,공감,비공감,답글수,원댓글ID
봄툰,연재본,그녀의 심청 : 69화,밤비,2020.12.14,아 청아.. 진짜 청이 얼굴 너무 맛있다....,6,,,
봄툰,연재본,그녀의 심청 : 8화,팜플무스,2020.12.07,에잉쯧 첫 등장부터 별로여써,6,,,
봄툰,연재본,그녀의 심청 : 35화,봄툰러676001,2020.10.19,어나더 그남 어서오고..,6,,,
봄툰,연재본,그녀의 심청 : 63화,봄툰러c7927c,2020.09.06,저더저 미친새끼 이젠 엉덩이 때버린다,6,,,
봄툰,연재본,그녀의 심청 : 43화,이 커플 찬성일세,2020.08.25,와 진짜 이건 너무 충격인데?,6,,,
봄툰,연재본,그녀의 심청 : 46화,지니 사랑해,2020.08.24,저 미친새끼...;;;,6,,,
봄툰,연재본,그녀의 심청 : 68화,봄툰러a6ffd7,2020.08.22,,6,,,
봄툰,연재본,그녀의 심청 : 48화,봄툰러c7927c,2020.08.22,니알빠야? 니알빠냐고;;,6,,,
봄툰,연재본,그녀의 심청 : 37화,지니 사랑해,2020.08.15,걍 둘이 도망쳐 ㅠㅠㅠㅠ,6,,,
봄툰,연재본,그녀의 심청 : 41화,봄툰러c7927c,2020.08.14,불안하다...,6,,,
봄툰,연재본,그녀의 심청 : 36화,그녀의 처돌이,2020.08.13,내가...내가......진짜....불살라버리겠다......,6,,,
봄툰,연재본,그녀의 심청 : 17화,그녀의 처돌이,2020.08.12,"스님 진짜............,저 땡중 땡때래땡땡깡땜 해버려",6,,,
봄툰,연재본,그녀의 심청 : 5화,SH,2020.08.02,,6,,,
봄툰,연재본,그녀의 심청 : 27화,봄툰러ef9696,2020.07.06,"심청아~~ㅠㅠㅠ 드디어..,니가 미를 발휘하는구나....ㅠㅠ",6,,,
봄툰,연재본,그녀의 심청 : 21화,봄툰러362dba,2020.07.03,마님이랑 청이랑 잘 되고 있어서 기분 좋았는데 다시 안좋아짐,6,,,
봄툰,연재본,그녀의 심청 : 81화<최종화>,식혜,2020.06.27,행복합시다... 주어는 모두예요,6,,,
봄툰,연재본,그녀의 심청 : 53화,Anthony,2020.06.20,,6,,,
봄툰,연재본,그녀의 심청 : 외전 3,-,2020.06.18,외전도 넘 재밌네,6,,,
봄툰,연재본,그녀의 심청 : 81화<최종화>,뉙,2020.05.25,"작가님...너무좋은작품감사드려요.. 보면서얼마나눈물을훌쩍였는지... 아직도 온몸에 전율이
        흘러요...ㅠㅜㅜ
        작가님의 천재성에, 앞으로 자유롭게 살아갈 청이와 부인의 인생에 박수를 보냅니다 감사합니다",6,,,
봄툰,연재본,그녀의 심청 : 75화,존나좋으면우는고라니,2020.04.12,아아아 마님 사랑해ㅜㅜㅠㅠㅠㅠㅠㅠㅠ,6,,,
봄툰,연재본,그녀의 심청 : 48화,존나좋으면우는고라니,2020.04.11,,6,,,
봄툰,연재본,그녀의 심청 : 18화,봄툰러4399bc,2020.04.08,ㅋㅋㅋㅋㅋㅋㅋ 마님 타신거야 뭐 어땨용,6,,,
봄툰,연재본,그녀의 심청 : 59화,그녀의 처돌이,2020.02.21,"아 진짜 저 땡중 제껴버려 진짜...
        대머리 녀석이",6,,,
봄툰,연재본,그녀의 심청 : 79화,ㅇㅅㅇ,2020.01.26,눈물나ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,6,,,
봄툰,연재본,그녀의 심청 : 81화<최종화>,아마완벽,2019.08.12,감사합니다... 울고싶었는데 울수있어서.. 좋았어요..^^,6,,,
봄툰,연재본,그녀의 심청 : 81화<최종화>,-,2019.07.17,"ㅇㄴ ㅠㅠㅠㅠㅠㅠㅠ진짜 넘 띵작이에요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ숨도못쉬고 다봤네
        ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ",6,,,
봄툰,연재본,그녀의 심청 : 81화<최종화>,아마완벽,2019.08.12,감사합니다... 울고싶었는데 울수있어서.. 좋았어요..^^,6,,,
봄툰,연재본,그녀의 심청 : 81화<최종화>,-,2019.07.17,"ㅇㄴ ㅠㅠㅠㅠㅠㅠㅠ진짜 넘 띵작이에요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ숨도못쉬고 다봤네
        ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ",6,,,
알라딘,단행본,세트,,2020-07-31,"진짜... 그녀의 심청은 전설이다... 카카페에 완전 좋아하던 백합 웹툰을 제치고 1등을 하길래 도대체 뭐일까 궁금했죠... 몇 화를 넘기고 깨달았습니다... ˝진짜 그녀의
                      심청은 전설이다...˝ 가슴이 웅장해지는 백합계의 최강자들의 싸움이다... 심청전을 다른 시각에서 보는데 진짜 와 이렇게 해석",6,,,
시리즈,연재본,,,2022-12-05 13:31,"여자는 몸이라도 팔 수 있지 않냐 하던 오빠랑 나 늙으면 니가 밥해줘야지 하던 아빠, 일방적으로 당하고 있는 게 억울해 악쓰면 무슨 여자애가 하던 엄마. 역사가 흘러 겉모습이 바뀌어도 속알맹는 여전히 달라진 게 없음",6,0,,
시리즈,연재본,,,2022-10-16 13:07,꺅 사랑해요ㅠㅠ 이걸 이제보다니ㅠㅠ 너무 사랑스러운 회차네요,6,0,,
시리즈,연재본,,,2022-05-08 23:47,마을의 독을 뽑아내고 바로세운대ㅋ 현재 한국남성과 같은 논리네~ 여성들이 목소리를 내는걸 남녀편가르기니 뭐니 하면서 마을의 독 취급 하는거.,6,0,,
시리즈,연재본,,,2022-04-12 13:20,착한 여자는 죽어서 천국에 가지만 나쁜 여자는 살아서 어디로든 갈 수 있다,6,0,,
시리즈,연재본,,,2022-02-18 22:19,여자들만 있는 마을인가 싶어서 주변마을의 차별이나 괴롭힘 받지 않을까 좀 걱정했는데 마인드 괜찮은 아저씨도 있고 그러네.. 다행 ㅜㅜ,6,0,,
시리즈,연재본,,,2022-02-15 12:21,청이는 마님에게 누구보다 귀한 신부니까 못된 아비인데도 떠날 길에 지참금을 ㅠㅠ 챙겨줘... 하...,6,0,,
시리즈,연재본,,,2022-02-15 12:17,용왕이 여자라도 성소수자일 가능성 생각 못하냐고 까는분 있는데 ㅋㅋㅋ신부가 필요없다는 말 한 인물도 인당수에 죄없는 청이 빠치러 데려간 남자 캐릭터 잖아요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ충분히 일리있는 대사임,6,0,,
시리즈,연재본,,,2022-02-12 19:23,와 진짜 1화만 봐도 개 답답 내가 심청이였어도 차라리 인당수에 빠지고 말겠음 뭐 다른거 다 차치하고 삼백석 공양으로 아빠 눈 떠져도 아빠가 하는 말이 현실이랑 괴리감 개쩔잖아 우리집이 사대부였어서 과거를 본다니 눈이 안보이면 글도 모르는 상태인거 아닌가 진심 갑갑하다 진짜로,6,0,,
시리즈,연재본,,,2022-02-12 18:40,되게 영화 아가씨같다 ㅋㅋ 그나저나 뺑덕어미가 청이한테 어떤 사람인데... 코르셋이고 나발이고 다떠나서 인간적으로 저렇게 소중한사람 이간질하는건 청이를 너무 존중하지 않은거임 ㅠㅠ 다른 댓글들처럼 마님이 실은 청이 이용하려는데 원래 목적이었나봄 ㅠ 그런 것 치고는 청이를 소중히 여기는 모습이 좀 일찍부터 나와서 그걸 이제야 캐치했네,6,0,,
시리즈,연재본,,,2022-02-08 18:34,"입으로 짓는 죄, 구업을 스님이 짓고있네 어이없음ㅋㅋㅋㅋ",6,0,,
시리즈,연재본,,,2022-01-27 17:45,"지참금 ㅜㅜㅜ그놈의 지참금 ㅜㅜㅜ 지참금 안들고왔다고 수모도 겪고 대신하겠다고 금자라 잡아서 이 모든 일이 벌어진건데, 앞으로 청이랑 사랑한다고 지참금을 주고가네ㅠㅜㅜㅜ",6,0,,
시리즈,연재본,,,2021-11-08 16:06,이번화가 최고다… 나가시진 못할것아냐! 대사 다음 바로 나가는 마님…. 마님 이름 좀 알려줘유..,6,0,,
시리즈,연재본,,,2021-10-14 14:09,스님 전에도 여자로 태어나서 업보가 어쩌구저쩌구그러더니 미친땡중이었네 ㅋ,6,0,,
시리즈,연재본,,,2021-10-14 0:29,놔라,6,0,,
시리즈,연재본,,,2021-10-13 6:38,공부 못하고 능력 없이 얼굴로만 살아가는 사람들도 있지 개중에는 연예인이나 인플루언서로 성공한/돈을 버는 사람들도 있을거고 근데 결국 어떻게 여겨지고 나중의 쓰임새까지 따져보면 본인 능력 없는게 참 크리티컬함 그거보다 무시받기 쉬운게 없거든 작중에서 마님은 능력도 있었는데 잘려나간거니 얼마나 안타까운 상황인지... 저 오빠새끼는 동생한테 숙제도 부탁하는 주제에 저런 소리 하면 안됨 능력없는 애한테 저런 소리하는것도 아니고 지가 잘라내놓고 왜 저런대,6,1,,
시리즈,연재본,,,2021-10-12 4:03,킹받아… 그냥 자기 모습대로 살면 좋겠다..,6,0,,
시리즈,연재본,,,2021-10-11 3:42,용왕이 여자면요? 자식때문에 화난거 보면 엄마일 수도 있지 않나? 신랑을 바치지 ㅋㅋ,6,0,,
시리즈,연재본,,,2021-09-20 15:07,청이 흐애앵 하면서 옷벗는거 귀여워 ㅋㅋㅋㅋ,6,0,,
시리즈,연재본,,,2021-09-06 14:50,하ㅋㅋㅋㅋㄱㄱ대사 미이이이쵸따아아아 너무 좋당~~~~너무좋당!!!!!!!!!!!!,6,0,,
시리즈,연재본,,,2021-08-17 16:41,강아지 불쌍해.. 뭣도 모르고 음식있길래 먹은건데ㅠ,6,0,,
시리즈,연재본,,,2021-08-16 13:17,니 머리가죽 밀어버리는 생각❤,6,0,,
시리즈,연재본,,,2021-07-29 13:15,이번 화 너무 슬프다....비유가 너무나도 적절히 잘 돼서...........,6,0,,
시리즈,연재본,,,2021-07-16 14:31,이 집은 특별히 사당에 부인들도 모시는 거군요. 특별히...,6,0,,
시리즈,연재본,,,2021-07-15 5:23,스놈아...,6,0,,
시리즈,연재본,,,2021-06-24 13:20,승상 얼굴보니 납득... 나라도 그냥 죽고 싶을 듯,6,0,,
시리즈,연재본,,,2021-06-23 5:53,승상부인 노빠꾸 직진하시는 분이었네 상여자,6,0,,
시리즈,연재본,,,2021-04-21 9:16,저 남자새끼 수염 뽑아버리고 머리 자르고 죽여주고 싶어..,6,0,,
시리즈,연재본,,,2021-04-19 11:02,전부인이랑 청이엄마랑 사귀었었나보네 아니면 썸..?,6,0,,
시리즈,연재본,,,2021-04-16 11:29,뺑덕어미가 너무 멋져서 원작 잊어버릴듯ㅋㅋㅋ,6,0,,
시리즈,연재본,,,2021-04-03 5:20,야 스 니 우리 마님 괴롭힘 뒤진다,6,0,,
시리즈,연재본,,,2021-04-03 1:17,스놈 죽자,6,0,,
시리즈,연재본,,,2021-03-24 16:36,스놈 out 스놈 out,6,0,,
시리즈,연재본,,,2021-03-23 16:58,그냥..그냥.. 레전드.. 가슴이 먹먹하고 답답하면서도 따뜻해지네요,6,0,,
시리즈,연재본,,,2021-02-16 18:07,진짜 죽어라..~ 진짜 화딱지,6,0,,
시리즈,연재본,,,2021-02-13 6:37,웅장이 가슴해진다,6,1,,
시리즈,연재본,,,2021-01-27 3:44,밑밑밑댓 당신같은 사람이 구지 결재하면서 와서 헛소리안하면 댓글창이 참 클린해질텐데...,6,1,,
시리즈,연재본,,,2021-01-14 15:40,작가님 진짜 천재,6,0,,
시리즈,연재본,,,2020-12-23 14:45,ㄲ져 새꺄,6,0,,
시리즈,연재본,,,2020-12-19 14:45,개스님 구역질나는... 나르시시스트같은...어디서 사람을 갖고 저따위짓을 하지!!,6,0,,
시리즈,연재본,,,2020-12-14 15:18,너이 씨발스놈아 내가 너죽이고 깜빵을가든 자살을하든 너 죽일꺼야 시발롬아 우리 언니들 행복해야하는데 ㅅㅂ 내가 한남새끼들 다 죽인다,6,1,,
시리즈,연재본,,,2020-12-13 14:25,나는 세상에 너같은 새끼들만 있다는걸 다시 알게됬어^^시발롬 뒤져버리지 스놈쉑죽어,6,0,,
시리즈,연재본,,,2020-12-12 21:59,진짜 화난다,6,0,,
시리즈,연재본,,,2020-12-09 13:31,ㅠㅠ 슬프다,6,0,,
시리즈,연재본,,,2020-11-25 16:54,참 찌질하다,6,0,,
시리즈,연재본,,,2020-11-17 7:04,댓글 뭐임...? 내려내려 토나온다;;;,6,0,,
시리즈,연재본,,,2020-11-13 4:39,깜놀 붉은혼례가상국은 쭝식이구만섞어놓음 글로벌임? 북진을 노렷나? 그리신분 외국분일지도재해석도 글의전개도 잼난데..,6,13,,
시리즈,연재본,,,2020-09-05 9:38,아...안돼...어떡해...ㅠㅠㅠㅠㅠㅠ청이랑 마님ㅠㅠㅠㅠ,6,0,,
시리즈,연재본,,,2020-09-05 0:54,ㅋㅋㅋ 댓글 개웃기네,6,1,,
시리즈,연재본,,,2020-08-22 16:55,아 미침,6,0,,
시리즈,연재본,,,2020-08-17 18:53,진짜 작가님 사랑해요.......,6,0,,
시리즈,연재본,,,2020-08-09 4:13,아구 ㅜㅠㅜㅠㅠ ㄱㅇㅇ,6,0,,
시리즈,연재본,,,2020-08-05 14:53,흐엉어어어엉ㅇ,6,0,,
시리즈,연재본,,,2020-08-02 4:09,갑자기 꽃꽃이때 청이와 뺑덕어미가 했던 말이 생각나네요..꽃은 시들면 버려질 뿐 꽃은 주인에게 버려지지 않도록 노력할 뿐..,6,0,,
시리즈,연재본,,,2020-07-24 13:04,"아이고...아이고...아이고.....,...",6,0,,
시리즈,연재본,,,2020-07-17 12:37,아 스포하지 마세요,6,0,,
시리즈,연재본,,,2020-06-29 15:42,아...?,6,0,,
시리즈,연재본,,,2020-05-18 1:15,아 아아ㅠㅠㅠㅠㅠ ㅜㅜㅠㅠ,6,0,,
시리즈,연재본,,,2020-04-17 13:05,크으으으으윽,6,0,,
시리즈,연재본,,,2020-04-09 14:39,제가 머 잘못읽었나여? 왜 청이가 두명? 사연도 똑같은 청이가 두명? 머지요?,6,22,,
시리즈,연재본,,,2019-11-07 14:04,뺑덕..,6,0,,
시리즈,연재본,,,2019-10-23 14:40,헉,6,0,,
시리즈,연재본,,,2019-09-05 6:14,먹물님 cesc님 댓글 다시 읽어보세요 작품 안 깠어요 댓글들 깠지,6,31,,
시리즈,연재본,,,2019-08-27 16:13,그런데 이 웹툰은 효녀심청 이야기를 각색한것 아닌가요..? 이 웹툰속에선 대부분의 남성들이 욕먹을 대상으로 나오는게 맞지만 전래동화와는 다른 이야기지 않나요? 다들 왜 전래동화를 욕하는지 이해가 안가요..,6,240,,
시리즈,연재본,,,2019-07-12 12:27,키애아ㅇ야아아아아ㅏ,6,0,,
시리즈,연재본,,,2019-07-09 15:50,이거뭐 둘사이가 친구도 아니고 ㅡㅡ백합물은 아닌거죠?,6,167,,
시리즈,연재본,,,2019-07-08 7:44,재미있네요,6,0,,
리디,연재본,0,kos***,2022. 10. 17. 11:45,허걱~~~청이에게 저런 비하인드가? 깜놀했네요~~,0,,,
리디,연재본,0,cal***,2022. 10. 17. 12:02,색다른 심청... 정말 수작,0,,,
봄툰,연재본,그녀의 심청 : 37화,경,2022.10.22,이 마을의 남성들에게 임종을 선물하다,5,,,
봄툰,연재본,그녀의 심청 : 74화,나연,2022.02.17,원작의 심청이는 어떤심정이었을까...,5,,,
봄툰,연재본,그녀의 심청 : 30화,구원서사 처돌이,2022.02.04,아무래도 일단은 인당수 루트인거같은데.. 궁금하네,5,,,
봄툰,연재본,그녀의 심청 : 74화,나연,2022.02.17,원작의 심청이는 어떤심정이었을까...,5,,,
봄툰,연재본,그녀의 심청 : 30화,구원서사 처돌이,2022.02.04,아무래도 일단은 인당수 루트인거같은데.. 궁금하네,5,,,
봄툰,연재본,그녀의 심청 : 74화,나연,2022.02.17,원작의 심청이는 어떤심정이었을까...,5,,,
봄툰,연재본,그녀의 심청 : 30화,구원서사 처돌이,2022.02.04,아무래도 일단은 인당수 루트인거같은데.. 궁금하네,5,,,
봄툰,연재본,그녀의 심청 : 66화,봄툰러ec6c81,2021.12.26,이건 진짜... 해피엔딩이어야 한다... 아니면 나 현생불가다,5,,,
봄툰,연재본,그녀의 심청 : 58화,-,2021.10.15,"그렇게 부러우면 얼굴에 분칠하고 후1장이나 팔러 나가라 한남끼리 사랑해 여자 끼우지말고 한남끼리
        사랑해 제발~~~~",5,,,
봄툰,연재본,그녀의 심청 : 18화,-,2021.10.15,승상이 다 늙어서 재가를 한게 문제다~~~,5,,,
봄툰,연재본,그녀의 심청 : 외전 2,-,2021.07.22,"여자들 행복한 엔딩 너무 좋아요… 마무리라지 너무 사랑스러운 그냐의 심청.. 그저 최고입니다.
        작가님 만수무강 무병장수 하세요..",5,,,
봄툰,연재본,그녀의 심청 : 11화,스읍,2021.07.19,딸이 받아온 걸로 연명하는 놈이ㅠ...확 신발로 팍..,5,,,
봄툰,연재본,그녀의 심청 : 80화,봄툰러f296dd,2021.07.04,용왕님이 주례를 서주네ㅎㅎㅎ,5,,,
봄툰,연재본,그녀의 심청 : 71화,마토토라이후,2021.06.23,한결같이 추한새끼들 진짜,5,,,
봄툰,연재본,그녀의 심청 : 45화,마토토라이후,2021.06.23,오라비 뒤져...,5,,,
봄툰,연재본,그녀의 심청 : 9화,녹차라떼,2021.04.19,와 청이 진짜 완전 잘생겼어...,5,,,
봄툰,연재본,그녀의 심청 : 70화,봄툰러66693d,2020.12.18,아 눈물나..ㅜㅜ,5,,,
봄툰,연재본,그녀의 심청 : 46화,팀장님그게아니라,2020.11.24,가스라이팅스님이 이젠 성추행도 적극적으로 하네? 부처의 이름으로 죽여도 되나요??,5,,,
봄툰,연재본,그녀의 심청 : 27화,.,2020.11.21,청이는 사회성+1 를 획득하였습니다,5,,,
봄툰,연재본,그녀의 심청 : 80화,xmdoqjtm,2020.09.12,"개인적으로 최고의 백합작품이라고 생각한다
        감동적인 제대로 내용이 나와있어서 걸작이다",5,,,
봄툰,연재본,그녀의 심청 : 46화,이 커플 찬성일세,2020.08.29,스님은 만약에 저 물에 빠진 사람이 여자였으면 구했을까?,5,,,
봄툰,연재본,그녀의 심청 : 36화,지니 사랑해,2020.08.14,스님새끼......,5,,,
봄툰,연재본,그녀의 심청 : 외전 3,대환장,2020.08.13,애들아 행복해서 다행이야ㅜㅜㅜ!!,5,,,
봄툰,연재본,그녀의 심청 : 외전 2,대환장,2020.08.13,다들행복해야해ㅜㅜㅜ 진짜 잘됐어ㅜㅜ,5,,,
봄툰,연재본,그녀의 심청 : 35화,그녀의 처돌이,2020.08.13,하....진짜...다 불태우고 청이랑 마님만 여자들이랑 행복하게 살자,5,,,
봄툰,연재본,그녀의 심청 : 37화,봄툰러c7927c,2020.08.10,흙ㅂ흡윽흐ㅜㅜㅠ,5,,,
봄툰,연재본,그녀의 심청 : 36화,뭐라도갈겨,2020.08.08,작가님 소름끼치게 잘 표현하신 것 같아요 마음은 너무너무 답답한데 대단하고.. 그래여ㅠㅠ,5,,,
봄툰,연재본,그녀의 심청 : 42화,여자,2020.07.29,시..시발 그놈의 남자,5,,,
봄툰,연재본,그녀의 심청 : 24화,봄툰러c7927c,2020.07.27,어휴 저쓰레기 새끼,5,,,
봄툰,연재본,그녀의 심청 : 48화,-,2020.07.22,알빠야 스?,5,,,
봄툰,연재본,그녀의 심청 : 46화,-,2020.07.22,하여튼 그놈의 스,5,,,
봄툰,연재본,그녀의 심청 : 33화,여자,2020.07.16,으흥 청이 멋지당,5,,,
봄툰,연재본,그녀의 심청 : 37화,봄툰러c465fe,2020.07.08,마님 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,5,,,
봄툰,연재본,그녀의 심청 : 40화,봄툰러27126b,2020.07.06,너무 조아><,5,,,
봄툰,연재본,그녀의 심청 : 외전 3,냠냠곰냠,2020.07.05,외전감사해요!,5,,,
봄툰,연재본,그녀의 심청 : 16화,봄툰러c6ad0b,2020.06.30,아니 누가 대놓고 사람한테 살인예고를 해ㅠㅠㅠㅠ,5,,,
봄툰,연재본,그녀의 심청 : 외전 3,봄툰러c8431c,2020.06.29,,5,,,
봄툰,연재본,그녀의 심청 : 외전 1,푸동,2020.06.18,왓 더 ㅠㅠㅠㅠ 미쳤다 ㅠㅠㅠ 외전소식 듣구 왔어요 작가님둘 ㅠㅠ 절부터 받으세요♡♡,5,,,
봄툰,연재본,그녀의 심청 : 78화,DDe,2020.06.11,개...잡..놈...들이...........,5,,,
봄툰,연재본,그녀의 심청 : 81화<최종화>,쀼,2020.04.14,명작이다,5,,,
봄툰,연재본,그녀의 심청 : 69화,존나좋으면우는고라니,2020.04.12,아 마음아ㅠㅏ 아 레알 눈물,5,,,
봄툰,연재본,그녀의 심청 : 43화,존나좋으면우는고라니,2020.04.11,아이고..아;이고...ㅠㅠㅠㅠㅠㅠ,5,,,
봄툰,연재본,그녀의 심청 : 40화,존나좋으면우는고라니,2020.04.11,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,5,,,
봄툰,연재본,그녀의 심청 : 25화,존나좋으면우는고라니,2020.04.02,미쳤다는 말밖에 안 나온다 진짜,5,,,
봄툰,연재본,그녀의 심청 : 23화,존나좋으면우는고라니,2020.04.02,캬~~~~,5,,,
봄툰,연재본,그녀의 심청 : 76화,으악,2020.03.30,너무ᆢ너무 명작이에요ㅠ,5,,,
봄툰,연재본,그녀의 심청 : 56화,-,2020.02.04,아나진짜야마돌아 엉엉엉,5,,,
봄툰,연재본,그녀의 심청 : 52화,푸동,2019.11.22,저 여기서 눕습니다,5,,,
봄툰,연재본,그녀의 심청,-,2019.11.18,이건 그냥 교과서에 실려야됨ㅇㅇ,5,,,
봄툰,연재본,그녀의 심청 : 81화<최종화>,봄툰러2ba155,2019.07.30,ㅠㅠ 보고 많이 울었어요ㅠㅠㅠㅠㅠㅠ 이런 작품 만들어주셔서 감사해요!,5,,,
봄툰,연재본,그녀의 심청 : 81화<최종화>,봄툰러2ba155,2019.07.30,ㅠㅠ 보고 많이 울었어요ㅠㅠㅠㅠㅠㅠ 이런 작품 만들어주셔서 감사해요!,5,,,
봄툰,연재본,그녀의 심청 : 7화,킥,2019.06.27,존잼,5,,,
알라딘,단행본,1,,2018-08-30,"매지컬 고삼즈'에서 이미 스토리랑 그림체에 취향저격 당해, 두분이서 합작하신 작품이 책으로 나왔다는 소식을 듣고 바로 구매했습니다..^^역시 기대를 져버리지
                    않더군요(코쓱)백합러는..웁니다..작가님들 만수무강하시고, 적게 일하시되 돈많이 버세여...!",5,,,
시리즈,연재본,,,2023-11-16 23:07,그래 이게 현실이지시대상 반영 완전 잘 돼있네,5,0,,
시리즈,연재본,,,2022-12-07 14:24,전래동화를 이렇게 섬세한 여성 서사로 새롭게 풀어내다니 진짜 갓띵작입니다.........,5,0,,
시리즈,연재본,,,2022-10-16 13:10,알림 보고 뭔가 해서 옴.농후백합야숨 장면 어디갔어요??,5,0,,
시리즈,연재본,,,2022-08-24 23:27,갓벽하다...ㅠㅠ,5,0,,
시리즈,연재본,,,2022-05-23 14:11,심봉사가 하는 짓이 우리 부모랑 똑같아서 청이의 감정이 그대로 느껴진다..그동안 느낀 알 수 없는 무력감이 저거였구나,5,0,,
시리즈,연재본,,,2022-05-22 10:01,남자들이 만든 불공평한 규칙 때문에 여자들끼리 싸워야 하는 더러운 세상...ㅠㅠ 청이가 마님을 답답해하는 게 이해되지만 그게 마님 잘못도 아니라서 더욱 서럽다ㅠㅠㅠ,5,0,,
시리즈,연재본,,,2022-03-10 23:59,심청이는 씻겨줬으면 승상은 더럽다고 몸져 누은 마님ㅋㅋㅋㅋ 마님 이름이 뭐 였더라ㅎㅎㅎㅎ,5,1,,
시리즈,연재본,,,2022-02-16 15:59,진짜 박박 화난다,5,0,,
시리즈,연재본,,,2022-02-16 4:03,아하.. 이게 원작보다 더 개연성 있네. 이게 아니라면 수양딸 하면 그만이지 왜 거절하고 물에 뛰어들겠어?,5,0,,
시리즈,연재본,,,2022-02-14 12:53,스님 새끼 결국 분냄새 연지따위에 흔들리는 제 자신을 숨기려고 가스라이팅하는 거잖아 청이한테. 근데 분냄새 연지 머리다듬기 깔끔하게 옷 입기 조신하게 행동하기 이거 다 저 시대에 사랑받기위해 살기 위해서 해야되는거잖아 여자로 태어나는게 무슨 업이야,5,0,,
시리즈,연재본,,,2022-02-12 7:44,어머머머머머 닭강정 먹다가 흥분해서 콜라를 휘날리며 다음화로 넘어가자!!!,5,0,,
시리즈,연재본,,,2022-02-12 4:57,"앞에서 뺑덕이 말했던,,, 그렇게 사는게 랑 뭐가 다르냐고 한거 생각나네ㅠㅠㅠ",5,0,,
시리즈,연재본,,,2022-02-09 16:17,아니 밀어넣고 빼고를 그렇게 어머어머...,5,0,,
시리즈,연재본,,,2022-02-09 9:41,영감탱 노망났어??,5,0,,
시리즈,연재본,,,2022-02-08 9:44,?? 여자 탓 오지게 하네,5,0,,
시리즈,연재본,,,2022-01-22 18:11,"만원 이상의 돈을 지불하고 본 작가님 작품 너무 재밌게 보았고, 고전을 심청의 입장에서 생각지도 못했던 시야로 바라보머 재창작한 부분에서 천재같다는 느낌도 와닿았습니다.시대적 배경 상 너무나도 수치스럽고 역겨운 한국의 성차별 문화를 제대로 담고 있지만은 아쉬운부분이 있다면그 시대의 남성이 대체로 monster 같은건 인정하지만 그 와중에서도 조금은 더 입체적인 남성들, 그리고 그 와중에 간혹 있는 마음 따듯한 남성, 양면성이 있는 다양한 인간군상이 더 많이 표현됐으면, 객관성에 힘입을 명작이라는 생각이 들었습니다. 예를 들면 자식을 잃은 심봉사가 밥을 먹지도 못할만큼의 충격에 휩쌓인, 그러나 먹고는 살아야겠는 그런 충분한 슬픔 섞인 이기적임을 보여주며 심청의 무능한 아버지 역시 보호해줄 작가의 보호장치와 묘사가 있었어도 좋을 것 같습니다.앞으로의 작품 역시 너무 많이 기대하고 있습니다.너무나 훌륭하신 작가님이신 것 같습니다.감사합니다.",5,20,,
시리즈,연재본,,,2022-01-21 15:54,후끈한 밤 외전이라도 내주면 돈 얼마든지 내고 볼 수 있어요... 선생님..제발..,5,0,,
시리즈,연재본,,,2021-12-03 19:25,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 계략공이엇잖아 ㅡㅡㅋ,5,0,,
시리즈,연재본,,,2021-11-24 1:40,저거 끝까지 년 년 하느 것 봐.. 죽을놈,5,0,,
시리즈,연재본,,,2021-11-24 0:25,"언니.,..",5,0,,
