출처,형태,세부정보,날짜,내용,공감,비공감
네이버시리즈,연재본,,2020-08-29 0:26,헉! 아버지 거기서 배우로 살고 계셨어??? ㅋㅋㅋㅋㅋㅋㅋ,24,1
네이버시리즈,연재본,,2020-08-28 20:21,꽃분이가 오빠를 닮았네ㅋㅋㅋㅋㅋㅋㅋ꽃분이 하는 행동이 베르키스 어릴적때랑 똑같아ㅋㅋㅋㅋㅋ,18,1
네이버시리즈,연재본,,2020-08-28 13:09,ㅋㅋㅋ 시월드 인가요,9,0
네이버시리즈,연재본,,2020-08-28 0:40,해마냐고 ㅋㅋㅋㅋ,12,0
네이버시리즈,연재본,,2020-08-28 0:05,장례'희망을 품고 떠난 늑대 로보에게 미리 고별인사를...복날 화염에 보신탕 되기 전에 걍 싹싹 엎드려빌어라... 700년 동안 제대로 씻지도 않았다매...화염으로 강제소독(?)당해서 털 다 태워먹고 털뽑힌 닭처럼 민숭민숭 보신탕 고깃감 되기 전에 얼릉 빌어 그러게 왜 납치를 해도 그 분을....,8,0
네이버시리즈,연재본,,2020-08-27 23:48,이거 떡밥 아님? 운명을 극복할 정도의 신성기적을 펼칠 성자가 등장해서 혹시 심봉사 눈 고쳐줄지도?? 그러고보니 심청전 원전에서는 심봉사 눈 떴었지 청이랑 재회하는 장면에서...어? 그럼 청이가 베르키스랑 혼인하는 날 잔치에서 눈 뜨려나 (붕방),11,0
네이버시리즈,연재본,,2020-08-27 23:45,하필 초복인데...늑대는 개과...흠흠 명복을 빈다 늑대왕 로보의 이름을 가진. 700년의 비운의 취준(실패)생아.....,8,0
네이버시리즈,연재본,,2020-08-27 18:28,아침잠을 포기하고 이쁜색시를 얻었네 베르키스~~~축하해♡,42,0
네이버시리즈,연재본,,2020-08-27 7:05,"미치겠다.,이거볼때광대 승천",6,0
네이버시리즈,연재본,,2020-08-26 23:52,"저 널뛰기 널은 뭣으로 만들어졌기에 저 근육떡대 둘이 미친 도약과 착지를 반복하는데도 여지껏 박살이 안 난 걸까... 그리고 왜 층간소음 땜시 잠 깼다는 취준생(?) 늑대인간의 표정에서 좋지 못한 곳을 스친 것만 같은 그런 기분이 느껴지는 걸가,,,, 아하하 청이가 만든 수리취떡이랑 앵두화채나 해먹장",18,0
네이버시리즈,연재본,,2020-08-26 23:38,장미칼ㅋㅋㅋ로슈아 검술에 뛰어나다더니 그 참 요긴하게 쓰는 모양이구나,11,0
네이버시리즈,연재본,,2020-08-26 20:13,중2병 클로이 ㅋㅋㅋ 이건 드레곤도 못고치는 병이지 ㅎㅎ,6,0
네이버시리즈,연재본,,2020-08-26 19:15,코롱이의 추륩을 받고도 동자스님 다시 기절 안하는게 다행이네,3,0
네이버시리즈,연재본,,2020-08-26 19:13,아 코롱이 일러 너무 귀엽잖아 츄룹 ㅎㅎㅎ,3,0
네이버시리즈,연재본,,2020-08-26 13:15,후레쉬검 삐용삐용 하는 소리에 이상한 게 섞여있는데요..머리털 코털은 왜 깎아욬ㅋㅋㅋㅋ아니 깎고 살아야하는 건 맞는뎈ㅋㅋ 아주 여기저기 혼란하다 혼란해... 울 마샤드 산책하고싶다고 작가님이 손수 최고급차 (농부르기니 무르익을라고 벼벤다토르 ㅋㅋㅋㅋㅋ)로 떨궈주셨네 이제 오붓한 시간 보내렴♡,8,0
네이버시리즈,연재본,,2020-08-26 0:31,세상에 청이 드레스 입으니까 어찌 저리 예쁘냐.. 베르키스 심쿵하겠다 ㅎㅎ 저 자리에 있는 모든 인간들도 .. 우리 마수오총사랑 꽃분이도 청이 미모에 놀랬겠네.. 한복 입은 모습은 단아하고 청순한데 드레스 입으니 영낙없는 공주네 ㅎㅎ,12,0
네이버시리즈,연재본,,2020-08-25 18:58,ㅋㅋ베르키스야 괜한 고생 하지말고 걍 너의마음을 고백해ㅋㅋㅋㅋ,9,0
네이버시리즈,연재본,,2020-08-25 12:49,천년만의 행복이라니 ㅠㅠㅠ 우리 코롱이와 천년전의 그 소녀의 슬픔과 행복이 너무 가슴 아프다 ㅠㅠ 인제는 마냥 행복하기만해라.. 고생만한 청이도.. 외로웠던 우리 코롱이도,7,0
네이버시리즈,연재본,,2020-08-25 11:20,미치겠다넘 잼나,7,0
네이버시리즈,연재본,,2020-08-25 5:51,리빙아머 진정한 기사네... 500년의 시간동안 홀로 기억만 되짚으며 얼마나 외로웠을까 ...슬프다 이토록 착하고 멋진 기사가 마룡한테 걸려서 마수로 살았다니.. 지금부턴 다른 마수들과 함께 영원히 행복만 하기를,7,0
네이버시리즈,연재본,,2020-08-24 13:23,눈에 뵈는 게 없어서랰ㅋㅋㅋ그래...그게 조선시대에서 건너 온 아저씨 정신건강엔 조금이나마 이로울지도...? 마지막에 아이펑 뭐야 읭??,16,0
네이버시리즈,연재본,,2020-08-24 11:40,아이언남 ㅋㅋ,8,0
네이버시리즈,연재본,,2020-08-23 20:02,아니ㅋㅋ차라리 어제도 이쁘고 오늘도 여전히 이쁘다라고 했음 밥이라도 제대로 먹을거아녀ㅋㅋㅋ변비가 뭐냐ㅋㅋㅋㅋㅋㅋ일러표정ㅋㅋㅋ너의 심정이 보이는구나ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,76,0
네이버시리즈,연재본,,2020-08-23 19:16,때타월로 밀다 용인족 비늘 다 벗겨지는거 아님? ㅎㅎㅎ,12,0
네이버시리즈,연재본,,2020-08-23 12:33,"작가님...이런 혜자로운 작품은 시즌2, 시즌3.. 그것도 아니되면 신혼스토리라던가..2세들 이야기라던가...더 써주셔도 됩니다...",10,0
네이버시리즈,연재본,,2020-08-23 5:08,미칠것같아..넘 웃겨,6,0
네이버시리즈,연재본,,2020-08-23 3:19,엑스칼리버를 뽑은 덕분에 나중에 미카엘이 왕이 되는 거였군,6,0
네이버시리즈,연재본,,2020-08-22 15:15,카사노바 ㅋㅋㅋ 그런데 고구마순 나물이 먹고 싶네,8,0
네이버시리즈,연재본,,2020-08-22 5:58,폭풍 잔소리하는 청이 일러 넘 깜찍하고 귀여워 ㅎㅎ 세계를 쥐고 흔드는 카이저투스 위에 베르키스 그 베르키스가 꼼짝 못하는 청이.. 후후 최종 보스는 청이구나,13,0
네이버시리즈,연재본,,2020-08-22 2:55,"오 머리 자랐다, 아니 분명 감동적인 부분임에 틀림없사온데 소녀는 왜 동자스님의 머리칼에만 시선이 가는지... 다 소녀의 마음씨가 고약한것이 틀림없사와요",24,0
네이버시리즈,연재본,,2020-08-21 17:10,청이의 오해 유발적 성격(ㅋㅋ)의 뿌리를 깨달은 배ㅋㅋ길수ㅋㅋㅋㅋ 청이야ㅠㅠ기뻐해! 배길수와 배꽃분(?) 남매의 합작 (+ 배빙룡 씨의 희생(?))으로 아버지 무사히 모셔왔다ㅠㅠ배길수 마나 몽땅 다 쓰기까지 했대,6,0
네이버시리즈,연재본,,2020-08-21 17:10,이제 보니 우리 꼬맹이 예쁜 꼬맹이라구 했네 으악 베르키스 으악 너 점점 맘을 못 숨기고 있는 거 아냐,9,0
네이버시리즈,연재본,,2020-08-21 17:05,베르키스 도대체 뭘 보고 온거얔ㅋㅋㅋㅋㅋ,7,0
네이버시리즈,연재본,,2020-08-21 16:37,예로부터 권선징악이라는 말은 틀리지 않쿤,5,0
네이버시리즈,연재본,,2020-08-21 12:36,매운맛하면 한국인이란 말을 안들어본 애석한 드래곤... 한국인의 얼이 담긴 매운맛을 약보지마랏!,9,0
네이버시리즈,연재본,,2020-08-21 11:12,우리 꽃분이는 잘 먹고 여전히 똥똥한 배로 잘 자고 있었구나 심봉사 엽전꾸러미 다 먹은 거 아냐?ㅋㅋ몸통박치기로 지켜낸 간식거리였으니,8,0
네이버시리즈,연재본,,2020-08-21 11:10,어케ㅋㅋㅋㅋㅋㅋㅠㅠ아버님 그러게 어릴 때 정 좀 더 붙여주시지 그랬소ㅋㅋㅋ고작 몇 화 전까지만도 훈훈한 분위기 속에서 둘만의 시간 보냈는데..ㅉ 천 년 동안 텔레파시로 가정교육 시킨 대가치곤 백 년치 관광이면 싼 거 아뇨? (뒷모습 처량해서 안됐긴 하다) 안락한 굴 하나 파서 푹 주무시고 계세요...☆,8,0
네이버시리즈,연재본,,2020-08-21 6:57,청아.. 난 이 소설을 두번째 정주행 중이야.. 첫번은 정신없이 읽느라 덧글도 못달았지만 인제는 여유를 갖고 너에게 글도 남긴단다.. 이 장면에서 넌 진짜 전사처럼 멋지고 용맹해 .. 길수씨가 너한테 백번 반하고도 남을 ..근데 저 잠탱이가 잠만 자고 있으니 ㅠㅠ 세상이 뒤집어진것도 모르고 저만 꿀잠 중이니.. 이걸 어쩌냐 ㅠㅠ,18,0
네이버시리즈,연재본,,2020-08-21 6:21,하 청이랑 길수 손잡고 있는거 너무 이쁘고.. 냥이왕자와 인어공주 행복하슈 천년만년,6,0
네이버시리즈,연재본,,2020-08-21 6:20,낮잠을 방해받아 빡친 드래곤은 영지때 처럼 국왕은 바꿔버리고...,7,0
네이버시리즈,연재본,,2020-08-20 17:24,울 길수군이 청이를 좋아하는 마음을 드뎌 인정했어 ♡,15,0
네이버시리즈,연재본,,2020-08-20 16:09,꽃분이 은혜는 지대로 갚았네 심 봉사 구해주고 지켜주고 두령으로 떠받들어 앉아있게 해주고 과연 약도 없다는 자뻑(?)병을 어찌 고칠 것인가 지팡이에 머리까지 얻어맞은 실버드래곤이 승질 죽이고 (예비)장인어른 착각 살포시 깨부숴드린 뒤 곱게 모셔올 수 있을 것인가 그러고보니 티라누스는 뭐하나 (예비)사돈이 아들 조지는데 설마 여전히 옆구리 긁으면서 고소하다고 쪼개는 중인 건 아니겠지,17,0
네이버시리즈,연재본,,2020-08-20 14:56,마룡 카이저투스는 귀요미에 환장하는 놈이었나봐... 마수들이 다 귀여워,9,0
네이버시리즈,연재본,,2020-08-20 14:39,정시 출근 열시 퇴근,5,0
네이버시리즈,연재본,,2020-08-20 14:15,1가구 1 만티코어 시급,3,0
네이버시리즈,연재본,,2020-08-20 13:45,아아 그 드래곤의 콧구멍은 좋은 콧구멍이었어요,9,0
네이버시리즈,연재본,,2020-08-20 12:15,아닠ㅋㅋㅋㅋㅋ삽화작가님ㅋㅋㅋㅋㅋ 진짜 삽화작가님이 젤 대단햌ㅋㅋㅋ,13,0
네이버시리즈,연재본,,2020-08-20 12:06,아 울 만티코어 너무 귀여워 기절,7,0
네이버시리즈,연재본,,2020-08-20 11:42,공룡 멸종의 시작이 베르키스 뒷통수를 뽀리고 간 소행성 조각이었다니... 베르키스가 따끔! 할 정도려면 산맥 하나 크기 정도 소행성은 돼야 하나보군 아니 근데 마지막에 심 두령 ㅋㅋㅋㅋ뭥미 (아마 꽃분이 덕이겠지),13,0
네이버시리즈,연재본,,2020-08-20 10:33,최고,5,0
네이버시리즈,연재본,,2020-08-20 10:19,죽은게 아니었나?????!????,8,0
네이버시리즈,연재본,,2020-08-19 22:12,와 공주 근육봐봐 .. 아주 오크들이 싹다 반하겠네 ㅋㅋㅋㅋ,10,0
네이버시리즈,연재본,,2020-08-19 12:03,역시 우리 용왕님은 사이다패스 !!!!,12,0
네이버시리즈,연재본,,2020-08-19 11:41,세상에 그 순둥순둥한 청이가 빡침을 느낄 정도면 ㅠㅠ 근데 일러는 너무 웃겨 ㅋㅋㅋㅋㅋ,9,0
네이버시리즈,연재본,,2020-08-19 11:12,아놔 웃겨서 죽는줄 ㅋㅋㅋㅋㅋ 만티코어 빨간리본 ㅋㅋㅋ 일러 넘 이쁘고 귀엽다 ㅋㅋㅋㅋ,5,0
네이버시리즈,연재본,,2020-08-19 10:25,응? 갑자기 분위기 무협ㅋㅋ 어이 거기 드래곤 부자 사독천한테는 세뇌시켜놓고 자기들은 가면 어떡하라고 큐ㅠ아버님 옆구리 그만 긁으시고 답 좀 해보세욥!!,5,0
네이버시리즈,연재본,,2020-08-19 10:23,자고로 매운 건 밥이랑 먹을 때 맛있는 법이져 후후 그..근데 세상의 커플들이 솔로가 돼버리는 경사라니욬ㅋㅋ그럼 우리 청이랑 베르키스는요!!(다급),5,0
네이버시리즈,연재본,,2020-08-19 4:31,용왕님의 친절한 다리 후욱후욱 소녀 기대어보겠어요 호호 *^♡^*,10,0
네이버시리즈,연재본,,2020-08-18 16:54,7천 살이구나 칼리디스.. 그럼 5천5백살 때 베르키스가 부화한 건가 그나저나 쌀밥이 담긴 돌그릇을 보니 유령선이 담겼던 그릇이 생각나네 올리비아님 잘 지내시나요 그..싸대기 횟수는 얼마나 채우시었는지,20,0
네이버시리즈,연재본,,2020-08-18 15:09,베르키스도 한곳만 때리는구나 ㅋㅋㅋㅋㅋㅋ,15,0
네이버시리즈,연재본,,2020-08-18 13:12,다시 보는데도 재밌다ㅋㅋㅋ 결말도 완벽♡,9,0
네이버시리즈,연재본,,2020-08-18 6:49,로보 보신탕되겠다 ㅠ,8,0
네이버시리즈,연재본,,2020-08-18 6:43,아빠가 아주 잘살고 계셨네 ㅋㅋㅋㅋ돌아가기 엄창 아쉽겠다 ㅋㅋㅋㅋ,31,1
네이버시리즈,연재본,,2020-08-18 6:14,아 멋있다 다들 멋있어 ! 이 소설 자체가 사랑스럽고 귀엽고 감동적이고 암튼 너무 멋지다 !,5,0
네이버시리즈,연재본,,2020-08-18 5:48,... 몸살감기약에 피로회복제 파스 근육이완제 이 필수품을 준비도 안하고 ㅋㅋㅋㅋ,4,0
네이버시리즈,연재본,,2020-08-18 4:35,낮잠자는데 배추트럭 아저씨가 찾아오는 거지...,10,0
네이버시리즈,연재본,,2020-08-18 3:30,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 삽화작가분 ㅋㅋㅋㅋㅋ 도랏 ㅋㅋㅋㅋㅋㅋㅋㅋ,9,0
네이버시리즈,연재본,,2020-08-17 22:42,야 이 18 저건 심하잖아,12,0
네이버시리즈,연재본,,2020-08-17 18:44,베르키스 알람 맞춰놓고 잤니ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,22,0
네이버시리즈,연재본,,2020-08-17 11:10,고작(?) 1500톤으로 5천 톤은 넘어간다는 드래곤들 사이에선 왜소한 덩치시라는 어머님 소개를 듣고있자니 작은 고추가 맵다라는 말이 떠오르는군요..,4,0
네이버시리즈,연재본,,2020-08-17 5:59,산타클로스 시조가 베르키스였꾸나아 ~~~ 외계어는 거꾸로 읽으면 한국말이구.... 난 여태 몰랐어 ...,4,0
네이버시리즈,연재본,,2020-08-17 5:16,카이저투스는 좋은 드래곤이었군 그런데도 원펀치로 사망,7,1
네이버시리즈,연재본,,2020-08-17 5:05,산호처럼 떼를 지어 보름날 생식을 해서 아바마마들이 많은 걸까,6,0
네이버시리즈,연재본,,2020-08-17 4:49,머릿결이랑 근육 좀 보소 정말 부럽네♡,9,0
네이버시리즈,연재본,,2020-08-16 21:52,이가람님... 전편에서 2만명의 오크중에 2천명만 영지 잔치에 참석했다고 나와요 . 족장이 내기에서 졌으니 2만 오크 전체가 경비대 편입 된거죠,10,0
네이버시리즈,연재본,,2020-08-16 17:30,역영설도 재밌게 보고 있는 중이라 바로 탑승합니다,2,0
네이버시리즈,연재본,,2020-08-15 22:58,블링블링 핑크핑크한 쉼터로 재단장된 마룡굴에 돌아올 때 과연 베르키스는 얼마나 기함할 것인가ㅋㅋㅋㅋㅋ의외로 금방 수긍할지도 우리 청이..고슴도치 모자의 사랑을 쌍방으로 받을 날이 멀지 않으리라 믿는다 염화룡이 시원함을 느끼게 할 정도의 음식 만들기야 몇 세기 뒤 겪을 불더위의 고장 조선의 인간에게 껌이겠지(?),12,0
네이버시리즈,연재본,,2020-08-15 22:54,선행도 늘 하던 사람이 잘하는법.. 고향에서 길고냥이 돌보던 심성으로 만티코어를 돌보네 .. 다 복으로 돌아갈거다 청아.. 조금만 더 고생하렴 ...,11,0
네이버시리즈,연재본,,2020-08-15 22:45,칼리디스의 머리카락을 보고 머리가 불길이면 일하는 데 도움이 되겠다고 감탄하다니 청이야말로 범상치않다 난 어머님의 미모에 그저 감탄부터 하고봤는데,18,0
네이버시리즈,연재본,,2020-08-15 22:11,아니ㅋㅋㅋㅋ청아ㅋㅋ카이저투스 제사상 미리 차려 둔걸로 하자ㅋㅋㅋㅋ,26,0
네이버시리즈,연재본,,2020-08-15 21:01,베르키스야 그만자고 얼른일어나! 똥덩어리 치워야지,3,0
네이버시리즈,연재본,,2020-08-15 19:46,브레스가 쏘아지고 태양이 가려지고 지면이 뒤집힌들 베르키스는 아무 관심이 없어ㅋㅋㅋ자면서도 오직 꼬맹이 뿐이라ㅋㅋㅋㅋ,19,0
네이버시리즈,연재본,,2020-08-15 19:41,베르키스 이 드래곤의 능력의 한계는 대체 어디까지 ? 오병이어의 기적을 여기서도 볼줄이야 ㅋㅋㅋㅋ,9,0
네이버시리즈,연재본,,2020-08-15 19:24,진짜 울 청이 최고다 ㅋㅋㅋㅋ 무려 8000명의 목숨을 살려주네 말 한마디로,5,0
네이버시리즈,연재본,,2020-08-15 14:48,하바네로 고추장 ㄷㄷㄷ 심장마비각,9,0
네이버시리즈,연재본,,2020-08-15 6:51,꼬리 뇌 뼈 속의 골수 소머리 등등 모두 먹을 수 있음 가죽이나 발굽은 못 먹을 듯,2,0
네이버시리즈,연재본,,2020-08-15 5:55,작가님 이 두뇌로 사업을 해보시면 어때요. 재벌이 되실수도 ㅎㅎ,7,0
네이버시리즈,연재본,,2020-08-15 5:47,오니나 콩을 무서워하지,3,0
네이버시리즈,연재본,,2020-08-15 3:31,(°◇°)(°◇°)(°◇°)(°◇°)(°◇°)(°◇°)(°◇°)(°◇°)(°◇°)(°◇°)(°◇°),1,0
네이버시리즈,연재본,,2020-08-14 17:50,"일러에 마수들이랑 등장인물 다 담겨있는 거 보는데 마음이 시큰거리네요. 완벽한 해피엔딩인데, 끝이라 그런가봐요. 모든 등장인물과 관련된 에피소드가 기억나는 걸 보니 이 소설을 정말 좋아했구나 하는 생각이 들어요.청아 베르키스 안녕!! 행복해. 너네 보면서 많이 웃었다.무엇보다 마수오총사. 그 중에서도 만티코어, 네가 이 소설의 내 최애였어ㅋㅋㅋ작가님께서 쓰시는 글은 앞으로 꼭 다 읽겠어요. 물론 지금 연재작도 보고 있지만ㅎㅎㅎ 진짜 다들 안녕!!!! 행복해라",10,0
네이버시리즈,연재본,,2020-08-14 17:37,꽃분이 너무 귀엽다ㅋㅋㅋㅋ 난 작가님 마저 베르키스아빠 다 잊어버리신줄ㅋㅋㅋㅋㅋㅋ,24,1
네이버시리즈,연재본,,2020-08-14 17:36,우리 청이 길고냥이 밥 챙겨주고 가여워서 보살펴주니 하늘이 복을 내려 용왕님 만나게 해주셨구나..,7,0
네이버시리즈,연재본,,2020-08-14 17:31,아ㅜㅜㅜ 너무 안타깝다 이 정도면 운명이라구,8,0
네이버시리즈,연재본,,2020-08-14 15:33,"아침에 깨워달래,,, 베르키스 대박이다",31,0
네이버시리즈,연재본,,2020-08-14 15:23,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄲㅋㅋ머리를 열다섯번이나,8,0
네이버시리즈,연재본,,2020-08-14 15:16,두리안이 직방이라구,8,0
네이버시리즈,연재본,,2020-08-14 15:11,빠이빠이 카이저투스ㅋㅋㅋ,8,0
네이버시리즈,연재본,,2020-08-14 15:00,알람시계 도랏ㅋㅋㅋㅋㅋㅋ 웃곀ㅋ,17,0
네이버시리즈,연재본,,2020-08-14 14:54,와.. 무슨일이야 세계대통합을 이루어냈네,14,0
네이버시리즈,연재본,,2020-08-14 14:48,미쳐ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제사상이요?ㅋㅋㅋㅋㅋㅋ,3,0
네이버시리즈,연재본,,2020-08-14 14:29,홍어까지 ㅋㅋㅋㅋㅋ,5,0
네이버시리즈,연재본,,2020-08-14 14:24,저기서 된장을 생각해내는 청이.. 대단해,13,0
네이버시리즈,연재본,,2020-08-14 14:19,여기 전쟁났어요ㅋㅋㅋㅋ 근데 걱정이 안 된다,7,0
네이버시리즈,연재본,,2020-08-14 14:15,ㅋㅋㅋㅋㅋ 아 역시 세계관 최강,11,1
네이버시리즈,연재본,,2020-08-14 14:10,옣??????? 예에에?!????,6,0
네이버시리즈,연재본,,2020-08-14 14:05,ㅜㅜㅜ 우리 마수오총사 맨날 이기다가 당하는 거 보니까 마음이 아팠다구요,26,0
네이버시리즈,연재본,,2020-08-14 13:58,ㅋㅋㅋㅋ 일러 ㅋㅋㅋ키순서야,27,0
네이버시리즈,연재본,,2020-08-14 6:37,베르키스가 싸울 때 때린 데 또 때리고 아픈 데만 계속 때리는 악랄한 기술이ㅋㅋㅋ엄마한테 배운 거였구나!! 과연 빙룡도 못 가라앉힌 더러운 드래곤의 승질머리에 청이가 어떻게 찬물을 끼얹을지 기대해봅니다ㅋㅋㅋㅋ,8,0
네이버시리즈,연재본,,2020-08-14 6:20,"으엄청난 화력을 뽐내시는군요 어머님... 청이가 있어 누구보다 다행이다 청이랑 청이아빠도 똑같은 작명센스를 발휘하는데 하물며 꽃분이는 어떻겠어...ㄷㄷ자리를 박차고 뛰쳐나가시는 어머님(과 저번에 등장한 아버님)을 보건대 그대로 두었으면 장차 꽃분이의 성격이 어땠을지 매우 예상되는 바...청이가 있어 정말 다행,,, 암튼 아들딸이 싸고도니까 우리 청이,,무사하겄지?ㄷㄷ",10,0
네이버시리즈,연재본,,2020-08-14 6:02,글구 플란티스 떠날 때 청이 아까워하는 거 이거 데자뷰ㅋㅋ 저번에 미노타우로스인가 소 좀비들(?) 다시 무덤으로 돌아갈 때도 갈비 못 뜯어서 입맛다셨지않나ㅋㅋ이번에도 어김없이 그때 그냥 푹 고아버렸어야한대...!ㅋㅋㅋ도망쳐!! 어서!!!,5,0
네이버시리즈,연재본,,2020-08-14 5:59,그무어냐 좋으면서 약간 씁쓸한 기분...이지만 너무 아까워하지는 말기로 했다ㅋㅋㅜ 플란티스 잔뿌리 3개는 아직 무사하니까 그거 멕여서 아버지 눈 고쳐드리고~~ 베르키스는 그거 먹을 필요도 없게 강하니까 마법천재아가한테 투자했다 생각하자 ㅜ리 꽃분이가 찾아냈으니 데려오기까지 해낼지도? 어쨌거나 잃어버린 딸 대신 찾아와준 아가 느낌이라 뭉클하다ㅠ,6,0
네이버시리즈,연재본,,2020-08-13 17:39,헐!! 반전에 순간소름..,6,0
네이버시리즈,연재본,,2020-08-13 17:15,베르키스야 저짝퉁 어서 요단강으로 보내버려!!,12,0
네이버시리즈,연재본,,2020-08-13 6:23,진짜 재밌고 웃기고 기상천외하고 감동적이고... 이런 소설 첨입니다... 작가님 인간 맞으시죠? 글 써주셔서 진짜 감사해요 !,3,0
네이버시리즈,연재본,,2020-08-13 6:02,하룻강아지가 만티코어 무서운줄 모르고 쌍칼을 휘두르다 부하들 앞에서 오줌을 싸부렸네 .. 아구 꼬시다 이눔아 ㅋㅋㅋ ㅋㅋㅋ 넘 멋져 우리 마수오총사,2,0
네이버시리즈,연재본,,2020-08-12 19:55,고마워 청이야 그리고 우리 기특하고 귀엽고 착한 마수 오총사들아 ! 너희들 덕분에 내가 정말 행복해 ㅎㅎ,2,0
네이버시리즈,연재본,,2020-08-12 12:02,알프레드 요놈 청이가 반지 준다고 뭐야 프로포즌가 까지 생각이 옮겨가면 큰일일 텐데 요놈요놈 청이는 가장 순수한 금가락지 따위(?)로 프로포즈 안 해 더 큰 규모의 무언가가 기다리고있을 것 같다고 게다가 베르키스한테 그 생각 읽혔으면 어휴..(고개 휘둘휘둘),10,0
네이버시리즈,연재본,,2020-08-11 15:41,헐! 여기 황궁은 무조건 뽑아버리고 황제는 탈리아 전황제가 가 있는곳으로 보내버려야겠네;;,9,0
네이버시리즈,연재본,,2020-08-11 13:46,오크족을 오씨 집성촌으로 만든 데 이어 정령왕 플란티스도 정씨 성을 가진 령왕으로 이해한 청이...ㅋㅋㅋㅋ그나저나 새참 2만인분...어케...산삼 값 하셔야겠네요(?),6,0
네이버시리즈,연재본,,2020-08-11 13:29,179화에 따르면 청이엄마 죽을 때 나이 마흔하나. 메두사 현재 나이 마흔. 나이부터가 차이가 크게 났다. 라고 나와있어요.청이 어머니는 청이 낳고 돌아가셨으니 나이차는 꽤 있지않나요?(심청전에 따르면 심봉사 나이가 40초반이 맞긴 합니다만. 그럼 원래 심청엄마랑 심봉사랑 나이차가 많았나봐요ㅎ)뭐ㅋㅋㅋ 근데 남주랑 여주 나이차이부터 몇 백살일텐데 뭔 소용인가 싶기도 하고.,19,0
네이버시리즈,연재본,,2020-08-11 7:36,고려장당한 티라누스 잊혀진거야?,19,1
네이버시리즈,연재본,,2020-08-11 3:29,용왕님이 얼굴이 길어지셨다아,1,0
네이버시리즈,연재본,,2020-08-10 8:51,아 가고일은 원래 돌이였지...,18,0
네이버시리즈,연재본,,2020-08-09 22:56,엑스칼리버..? 미카엘ㅋㅋ저 세계의 꽃단 미* 기사였던 내가 이세계에서는 아서왕의 전설의 주인공??? 글고 알프레드는 식인종한테 신으로 추앙받아서 좋았다기보다 걍...야근없는 데서 쉬고싶었던 게 아닐까....(짠) 우리 로슈아는 마법에도 조예깊다더니 검술에도 조예깊다고 나오네 다 가졌네요 언니,6,0
네이버시리즈,연재본,,2020-08-09 22:50,심봤다ㅋㅋㅋㅋㅋㅋㅋ식물의 정령왕 하려면 산삼 정도는 돼야는겈ㅋㅋㅋㅋ살이 통통하게 오른 것이 귀엽고나!,7,0
네이버시리즈,연재본,,2020-08-09 13:06,아...아아... 그는 착한 멍멍이였습니다...,9,0
네이버시리즈,연재본,,2020-08-09 12:53,하필이면 초복이야ㅋㅋㅋ...ㅠ,11,0
네이버시리즈,연재본,,2020-08-09 11:51,삼가 고인의 명복을 빕니다...,10,0
네이버시리즈,연재본,,2020-08-09 4:15,청이 서명을 영어롴ㅋㅋㅋ엌ㅋㅋㅋ 댓님 드립력잌ㄲㅋ,5,0
네이버시리즈,연재본,,2020-08-09 4:14,아닠ㅋㅋㅋ국왕이 눈독을 들이면 어떻햌ㅋㅋㅋ 울 베르키스는 조용히 살고싶어요ㅜㅜㅋㅋㅋㅋ,3,0
네이버시리즈,연재본,,2020-08-09 0:34,진짜가 나타났다. 어쩜 엘프는 딱 엘프 배역 필요한 데로 보내고ㅋㅋ작가님의 큰그림인가,8,0
네이버시리즈,연재본,,2020-08-08 19:47,뭐야ㅋㅋㅋㅋ아이언심ㅋㅋㅋ첨엔 뭔말인가 했네ㅋㅋㅋㅋㅋ,15,0
네이버시리즈,연재본,,2020-08-08 19:17,세상에.. 상상도못한정체다,20,0
네이버시리즈,연재본,,2020-08-08 18:18,오 단반에 청이앞으로 도착이네요!!배길수군 짱!!ㅋ,8,0
네이버시리즈,연재본,,2020-08-08 16:25,ㅋㅋㅋ,2,0
네이버시리즈,연재본,,2020-08-08 16:22,뜨거운 효자 베르키스 ㅋㅋㅋ,8,0
네이버시리즈,연재본,,2020-08-08 14:52,ㅋㅋㅋㅋㅋㅋ그래도 청이는 네이버 본사에 떨어져도 한복 입고 있어서 코스프레 하는 한국인인 줄 알겠네 ㅋㅋㅋ 누구냐고 물으면 소녀는 무슨무슨여식 어쩌구 심청이옵니다만... 아~ 심청이 코스프레시구나~ 말투까지 ㄷㄷ 하면서 제보돼서 민속촌 알바라도 할 듯 (미래에 가도 일하는 심청이...),11,0
네이버시리즈,연재본,,2020-08-08 12:04,넘 귀엽당,3,0
네이버시리즈,연재본,,2020-08-08 11:17,앜ㅋㅋㅋㅋ심영이 왜 여기있엌ㅋㅋㅋㅋㅋ,15,0
네이버시리즈,연재본,,2020-08-08 0:04,웅녀 얘길 하면서 왜 희망을 버리지 말라는건데ㅋㅋㅋㅋ우리 만티코롱이도 인간 되라는 고양?? 코롱이는 원래 고냥이였다냥!!,9,0
네이버시리즈,연재본,,2020-08-07 23:25,미치겠다 ㅋㅋ,3,0
